gene,IR1_S64_L001,IR1_S64_L002,IR2_S65_L001,IR2_S65_L002,IR3_S66_L001,IR3_S66_L002,IR4_S67_L001,IR4_S67_L002,IR5_S68_L001,IR5_S68_L002,IR6_S69_L001,IR6_S69_L002,IR7_S70_L001,IR7_S70_L002,IR8_S71_L001,IR8_S71_L002,IR9_S72_L001,IR9_S72_L002,RN1_S55_L001,RN1_S55_L002,RN2_S56_L001,RN2_S56_L002,RN3_S57_L001,RN3_S57_L002,RN4_S58_L001,RN4_S58_L002,RN5_S59_L001,RN5_S59_L002,RN6_S60_L001,RN6_S60_L002,RN7_S61_L001,RN7_S61_L002,RN8_S62_L001,RN8_S62_L002,RN9_S63_L001,RN9_S63_L002
LOC_Os06g40170.MSUR7,12,9,13,10,24,19,0,0,3,0,0,0,64,89,55,36,91,89,8,9,16,15,20,18,13,9,0,5,15,15,33,30,45,42,18,19
LOC_Os06g40180.MSUR7,22,23,21,27,45,33,0,9,0,4,8,4,111,93,106,78,108,102,0,13,13,13,19,4,13,12,16,12,15,23,47,53,55,60,24,22
LOC_Os06g43600.MSUR7,59,53,66,33,79,59,13,12,8,4,8,15,134,157,112,97,131,158,19,15,11,22,25,14,38,28,20,36,28,20,66,51,120,97,50,33
LOC_Os06g44160.MSUR7,16,31,26,22,16,14,0,9,10,9,10,0,43,41,32,32,26,31,56,53,52,65,73,88,42,42,14,31,31,33,30,29,20,28,24,19
LOC_Os06g44970.MSUR7,23,21,19,8,29,21,0,0,3,3,0,0,70,36,52,43,52,71,14,11,18,17,25,12,27,24,24,21,22,12,39,40,49,48,0,26
LOC_Os06g44930.MSUR7,3,3,3,3,9,9,0,2,0,0,0,2,15,12,8,16,7,7,3,1,3,2,3,2,4,8,2,4,8,7,11,7,14,9,6,9
LOC_Os06g45580.MSUR7,9,0,4,16,7,7,5,5,5,10,0,5,4,3,5,5,0,0,3,2,2,2,2,5,2,4,5,2,3,0,10,6,2,3,8,8
LOC_Os06g45610.MSUR7,52,61,54,59,69,61,5,3,4,3,3,7,89,92,47,54,126,89,21,26,26,40,47,35,32,41,41,52,56,35,20,24,30,44,15,19
LOC_Os06g46340.MSUR7,4,0,6,9,5,10,0,0,0,0,0,3,19,16,15,23,21,14,27,22,19,19,18,31,35,31,21,28,27,27,31,34,47,41,17,22
LOC_Os06g46920.MSUR7,19,25,17,13,12,13,15,7,13,8,6,9,36,41,43,49,54,45,10,0,14,0,9,13,0,7,0,0,8,0,25,27,18,8,16,17
LOC_Os06g46990.MSUR7,20,18,11,12,12,5,0,5,0,9,4,0,26,42,32,40,38,30,7,9,3,8,5,9,16,10,11,15,0,13,20,32,43,16,13,20
LOC_Os06g47600.MSUR7,4,7,8,5,4,5,2,4,0,0,2,0,20,24,27,17,14,18,3,2,9,5,10,5,4,4,5,3,5,5,20,14,13,27,4,3
LOC_Os06g48160.MSUR7,41,24,29,27,47,40,4,4,7,0,0,0,105,114,142,148,48,65,15,12,20,13,26,36,25,24,26,15,21,27,65,80,76,79,32,24
LOC_Os06g48200.MSUR7,10,15,17,10,9,19,6,7,0,8,3,0,93,80,68,46,84,95,0,0,7,5,9,4,12,8,9,0,10,7,23,21,52,41,14,17
LOC_Os06g48720.MSUR7,10,8,12,3,17,11,4,0,14,7,8,3,10,14,9,15,7,9,0,4,0,0,7,0,12,15,14,9,3,0,12,20,22,9,14,15
LOC_Os06g49770.MSUR7,14,3,4,8,13,21,4,2,0,0,2,2,31,13,30,28,13,14,4,6,4,9,14,10,18,5,8,11,13,17,22,23,51,54,2,10
LOC_Os06g51060.MSUR7,128,161,107,133,119,124,85,78,88,94,60,75,72,70,63,84,40,52,190,236,213,210,206,191,253,258,172,209,238,264,54,59,56,54,55,54
LOC_Os06g51070.MSUR7,48,51,51,52,43,32,29,36,36,44,28,17,50,47,47,51,37,37,25,52,42,41,55,46,59,61,55,63,59,69,20,35,21,31,20,15
LOC_Os07g01370.MSUR7,37,44,46,43,49,64,8,7,13,11,0,7,105,84,110,125,75,83,18,13,22,20,30,22,25,36,19,28,32,33,85,89,109,117,34,27
LOC_Os07g01860.MSUR7,10,15,11,9,21,17,0,0,0,0,0,7,18,22,23,26,8,13,5,4,11,10,16,10,0,5,8,7,13,14,33,25,46,56,19,8
LOC_Os07g02200.MSUR7,18,9,16,16,30,19,0,0,0,0,3,3,55,68,67,73,23,31,5,10,13,10,0,15,20,19,8,12,11,20,60,64,92,133,24,26
LOC_Os07g02610.MSUR7,11,10,5,11,6,12,7,5,7,9,12,5,0,7,4,0,4,6,7,11,0,11,12,5,8,0,5,6,5,0,10,5,3,0,8,2
LOC_Os07g02690.MSUR7,7,2,8,8,8,8,8,12,5,8,8,9,5,2,0,3,4,4,14,7,8,4,7,10,8,5,10,3,5,8,11,4,4,3,4,2
LOC_Os07g02810.MSUR7,14,20,24,22,33,43,0,6,5,0,4,10,56,42,55,71,44,43,11,8,10,13,21,9,17,19,13,22,17,19,38,57,56,56,14,29
LOC_Os07g03319.MSUR7,38,33,34,18,36,40,20,9,14,9,21,13,15,18,13,29,13,9,1054,1086,1294,1230,1264,1324,743,731,602,655,608,584,115,137,181,156,96,110
LOC_Os07g03409.MSUR7,23,25,16,19,32,35,10,12,22,15,10,9,7,16,25,19,11,14,835,882,1016,1099,1059,1062,558,570,462,533,506,550,98,134,154,127,78,80
LOC_Os07g03467.MSUR7,8,8,15,13,13,13,3,3,7,10,7,0,9,4,4,5,2,4,715,640,733,723,774,769,383,384,338,370,233,236,21,27,43,39,18,28
LOC_Os07g03499.MSUR7,24,32,23,25,24,42,14,11,26,12,13,17,11,14,21,22,11,10,931,970,1069,1101,1064,1145,555,611,505,492,480,525,111,111,137,139,82,86
LOC_Os07g03580.MSUR7,7,6,13,11,14,4,9,3,4,4,7,4,15,11,2,10,8,8,461,434,618,604,652,658,230,251,221,228,180,157,46,48,66,69,22,20
LOC_Os07g03288.MSUR7,7,4,5,9,7,11,2,9,8,4,4,3,7,2,6,12,4,1,42,55,53,64,43,64,22,21,19,22,24,23,6,1,4,2,2,4
LOC_Os07g03600.MSUR7,225,262,217,221,203,248,152,155,133,179,182,183,72,71,85,105,63,60,218,214,255,228,286,295,145,125,109,110,126,135,67,53,73,49,34,46
LOC_Os07g04190.MSUR7,29,12,20,19,25,23,0,0,3,5,7,0,26,37,41,44,31,37,10,4,10,0,0,0,14,16,21,21,21,24,31,25,49,36,20,30
LOC_Os07g04960.MSUR7,3,5,8,3,12,13,0,0,0,2,0,2,7,20,14,12,13,8,2,2,4,6,3,5,14,18,5,13,19,9,22,40,62,84,9,11
LOC_Os07g05940.MSUR7,4,9,8,7,5,6,7,11,16,18,6,5,110,106,142,137,59,66,2,4,9,8,14,7,9,7,10,7,16,13,61,44,30,26,33,53
LOC_Os07g06680.MSUR7,70,70,70,49,87,84,9,7,11,8,0,10,231,255,274,300,205,221,29,40,43,39,53,53,50,66,40,46,63,40,209,212,304,301,80,88
LOC_Os07g07790.MSUR7,40,52,34,53,46,51,7,0,0,0,4,0,144,141,161,159,150,159,20,38,48,49,99,72,79,69,65,60,72,85,297,300,488,474,89,103
LOC_Os07g07860.MSUR7,24,19,12,15,20,27,10,3,0,0,7,7,29,19,31,25,26,30,0,0,10,0,5,6,15,10,14,14,14,0,45,45,82,64,20,15
LOC_Os07g09190.MSUR7,84,89,93,111,96,93,140,155,135,137,158,162,104,89,61,73,109,108,98,124,139,129,114,139,72,82,63,67,86,102,14,35,32,38,20,8
LOC_Os07g09460.MSUR7,15,16,5,18,9,0,13,10,20,18,6,5,0,0,9,15,5,6,0,5,12,14,16,7,15,20,7,9,0,23,19,8,17,22,15,18
LOC_Os07g10530.MSUR7,6,11,7,8,15,18,4,0,3,0,3,0,14,19,21,28,18,19,0,0,12,5,9,5,8,13,4,4,10,14,31,45,15,27,13,10
LOC_Os07g11739.MSUR7,49,58,43,47,57,73,73,69,85,86,66,94,29,45,32,28,31,36,101,78,103,92,117,124,59,46,28,36,59,34,10,18,5,12,8,10
LOC_Os07g12560.MSUR7,4,9,4,3,0,0,7,3,3,2,3,2,2,0,0,2,2,2,3,0,5,9,8,3,5,4,3,2,4,12,2,2,0,3,9,5
LOC_Os07g14850.MSUR7,57,57,41,46,64,80,8,8,12,21,10,0,229,250,263,250,218,208,19,16,26,26,56,56,54,53,50,30,47,45,211,224,322,346,85,91
LOC_Os07g18120.MSUR7,60,53,55,59,63,68,9,8,11,10,8,14,134,113,79,86,114,115,28,14,16,22,27,21,21,24,15,10,36,20,108,117,126,160,54,68
LOC_Os07g18750.MSUR7,159,160,160,162,255,263,12,7,12,8,12,16,264,236,290,314,214,190,181,160,289,232,432,402,283,317,279,248,308,337,728,736,1100,1045,446,413
LOC_Os07g23410.MSUR7,68,83,76,57,63,77,89,76,91,81,44,59,44,57,9,16,52,52,91,74,77,88,83,105,51,56,50,47,51,56,31,35,31,37,23,22
LOC_Os07g23430.MSUR7,68,70,98,109,111,84,93,85,85,92,84,94,55,61,16,21,51,62,126,134,175,148,140,143,92,105,62,69,74,74,28,55,47,34,29,40
LOC_Os07g24190.MSUR7,284,265,246,275,320,290,68,72,82,88,68,72,779,779,797,752,738,687,154,130,154,154,211,221,233,228,177,142,213,176,657,690,878,835,330,359
LOC_Os07g27810.MSUR7,109,134,137,161,176,181,51,55,63,66,32,28,650,694,666,608,635,606,71,86,101,116,131,120,141,161,98,118,132,132,395,437,667,610,189,203
LOC_Os07g29750.MSUR7,15,9,5,16,10,10,4,0,4,0,0,5,78,63,32,22,63,64,17,16,9,23,18,20,18,20,15,10,17,25,39,22,52,46,13,20
LOC_Os07g31830.MSUR7,7,7,7,16,7,0,10,20,11,8,9,16,0,5,0,6,3,0,16,14,13,15,7,10,21,21,9,10,9,8,7,0,13,7,7,16
LOC_Os07g33790.MSUR7,7,11,5,0,13,12,0,0,0,4,0,0,8,8,15,7,11,7,6,15,20,9,19,19,17,10,12,16,16,10,22,16,28,23,28,21
LOC_Os07g34260.MSUR7,16,31,11,16,24,28,2,0,0,4,10,9,65,103,101,84,49,57,14,18,17,24,16,24,14,24,17,14,21,19,9,0,7,8,20,9
LOC_Os07g35380.MSUR7,12,30,33,21,16,29,13,15,19,28,23,18,27,29,24,42,14,14,26,26,18,12,14,26,22,14,16,16,17,13,12,10,0,10,10,7
LOC_Os07g35560.MSUR7,971,914,916,883,754,848,1204,1114,1277,1290,929,849,313,358,348,306,282,265,557,561,530,516,466,519,904,1054,704,659,766,828,105,95,89,68,106,102
LOC_Os07g38130.MSUR7,70,76,55,51,98,96,4,10,9,6,7,14,176,154,189,221,149,150,31,30,43,29,43,58,65,68,66,46,43,50,95,133,179,156,39,46
LOC_Os07g39720.MSUR7,17,16,19,21,20,26,16,22,12,25,20,18,16,13,19,16,17,11,35,34,46,43,36,28,19,19,14,20,19,18,12,15,13,9,13,8
LOC_Os07g39860.MSUR7,4,8,7,2,8,4,0,0,2,0,2,3,16,21,14,10,7,15,7,3,5,5,0,4,2,2,3,0,4,4,10,10,4,5,7,9
LOC_Os07g40870.MSUR7,51,36,28,41,55,46,11,9,7,8,9,8,92,89,76,96,68,87,40,32,63,47,69,70,194,205,144,144,164,182,368,397,660,671,192,157
LOC_Os07g40940.MSUR7,29,24,23,21,41,33,9,0,9,4,4,5,61,59,81,92,51,57,7,7,11,11,9,17,9,15,15,9,20,17,53,58,94,102,22,29
LOC_Os07g41350.MSUR7,23,29,11,22,20,21,20,12,19,13,13,13,4,10,11,9,8,13,18,26,22,19,39,41,13,10,14,12,11,12,23,18,19,12,20,13
LOC_Os07g42626.MSUR7,15,16,2,9,24,8,0,3,9,0,0,4,19,13,25,12,26,12,0,8,8,0,3,4,5,8,0,4,7,9,24,23,27,38,22,21
LOC_Os07g42730.MSUR7,67,60,61,73,66,61,46,69,60,47,32,24,10,15,16,9,9,15,20,27,17,25,23,33,36,24,28,29,44,35,10,15,12,10,7,12
LOC_Os07g44140.MSUR7,39,25,23,35,50,43,20,11,27,31,13,14,211,199,341,364,150,139,58,65,78,52,78,64,36,36,40,35,47,48,134,164,103,112,151,165
LOC_Os07g44180.MSUR7,236,225,175,202,345,306,36,56,52,52,45,61,713,756,987,924,589,580,68,87,93,112,147,134,143,125,108,121,147,119,574,546,775,794,313,290
LOC_Os07g44370.MSUR7,2,6,11,14,21,28,0,0,0,2,2,0,22,9,31,16,7,15,0,0,4,7,5,10,4,9,5,4,3,12,4,4,29,27,6,3
LOC_Os07g44400.MSUR7,9,14,5,4,10,16,4,0,0,4,3,0,17,28,32,21,13,20,0,4,9,0,7,8,8,10,5,9,9,14,14,14,21,35,11,11
LOC_Os07g44550.MSUR7,29,27,38,43,60,49,0,0,0,0,9,0,42,38,42,33,42,25,14,22,29,29,26,36,77,94,61,62,41,44,131,118,134,183,46,42
LOC_Os07g45060.MSUR7,139,126,117,120,186,187,21,25,10,13,14,32,356,368,344,336,269,268,48,56,69,78,93,113,78,85,72,78,94,87,233,274,448,406,130,109
LOC_Os07g45260.MSUR7,3,2,3,4,9,7,0,0,0,3,2,0,8,12,13,15,5,8,0,2,3,2,8,8,4,5,4,6,3,2,9,7,15,20,4,5
LOC_Os07g46170.MSUR7,29,19,25,24,25,25,9,0,0,9,5,0,42,39,42,39,45,42,11,10,24,13,15,16,26,22,8,15,9,25,25,31,43,43,15,13
LOC_Os07g46846.MSUR7,49,50,56,39,66,51,58,61,69,64,75,84,71,87,25,18,86,126,49,51,44,55,60,69,16,20,21,18,18,24,0,0,0,0,0,0
LOC_Os07g46870.MSUR7,42,24,33,33,34,40,28,38,58,33,16,30,29,18,12,20,19,10,14,17,17,31,27,44,19,16,17,32,17,16,9,10,14,15,0,8
LOC_Os07g47210.MSUR7,12,13,24,32,40,27,4,0,0,3,4,0,33,55,27,30,36,43,9,5,12,13,15,13,35,32,40,31,56,35,99,88,176,158,26,56
LOC_Os07g47460.MSUR7,12,15,12,18,11,28,0,0,0,9,0,0,30,37,44,23,40,43,8,15,4,12,19,13,14,9,11,18,15,8,31,31,52,29,18,19
LOC_Os07g47700.MSUR7,88,100,88,97,133,130,14,26,17,19,25,22,229,251,244,244,203,186,19,24,48,61,78,70,76,80,65,81,89,100,179,201,267,272,106,99
LOC_Os07g47990.MSUR7,178,168,212,230,310,344,21,30,19,22,47,42,374,386,559,481,240,254,99,87,153,171,243,289,196,233,167,189,255,218,392,440,627,662,190,207
LOC_Os07g48030.MSUR7,24,22,10,4,20,34,3,0,4,0,7,9,62,63,40,60,70,74,34,33,49,43,63,67,59,59,41,47,54,38,175,196,208,213,77,67
LOC_Os07g48450.MSUR7,257,227,230,208,177,173,208,216,226,243,156,149,127,149,165,191,106,116,300,303,318,280,318,302,307,289,245,210,254,323,85,101,66,64,94,86
LOC_Os08g02300.MSUR7,14,15,5,12,15,20,5,4,7,6,0,0,38,41,34,41,33,31,7,5,9,7,8,9,15,14,9,14,13,9,30,25,25,29,11,13
LOC_Os08g04460.MSUR7,214,206,181,166,236,230,54,53,54,57,44,38,522,527,467,474,556,520,133,120,117,101,113,131,96,115,72,53,100,78,246,257,388,398,173,173
LOC_Os08g04540.MSUR7,13,13,25,25,17,21,18,13,26,27,25,14,9,10,12,16,9,15,17,14,14,40,17,23,11,24,16,15,20,21,8,8,18,4,19,9
LOC_Os08g05770.MSUR7,3,4,5,7,4,7,0,2,3,5,3,2,6,4,7,8,5,4,19,14,10,8,11,13,3,4,4,8,3,5,3,6,5,2,4,2
LOC_Os08g05780.MSUR7,8,4,9,9,13,8,9,5,7,5,5,3,5,9,5,5,5,8,11,9,4,7,7,9,4,9,7,4,2,10,2,3,5,0,3,0
LOC_Os08g06380.MSUR7,25,39,50,38,62,51,7,0,0,8,0,13,132,136,147,143,102,111,17,28,32,27,24,35,51,25,63,29,27,34,116,85,199,180,66,71
LOC_Os08g08430.MSUR7,23,17,16,21,8,9,20,19,23,25,8,15,0,18,12,0,6,7,7,0,6,13,7,5,0,9,9,10,11,7,9,2,3,9,6,12
LOC_Os08g13400.MSUR7,8,6,6,6,5,6,4,3,3,2,4,1,5,1,4,4,2,6,7,11,15,13,5,12,1,3,5,1,11,13,5,7,4,2,2,2
LOC_Os08g15308.MSUR7,11,8,9,6,8,9,9,3,1,9,8,6,0,2,4,3,3,2,6,9,7,3,7,7,1,7,8,3,6,4,0,2,0,2,5,0
LOC_Os08g15280.MSUR7,6,7,7,11,10,4,0,5,6,8,4,6,2,3,2,3,3,3,3,6,2,2,4,6,7,11,10,9,9,10,5,2,4,4,2,4
LOC_Os08g15420.MSUR7,33,29,24,22,44,39,5,3,6,8,0,0,71,86,65,65,67,57,5,15,9,9,9,15,24,14,15,14,14,20,46,28,52,37,18,18
LOC_Os08g16030.MSUR7,16,8,11,13,14,11,2,0,0,2,0,0,24,15,18,20,21,12,8,0,13,14,0,7,4,8,8,13,16,14,4,14,15,7,12,10
LOC_Os08g23180.MSUR7,42,48,65,45,83,69,12,10,15,12,10,9,201,216,231,216,142,170,25,21,27,29,46,48,51,55,25,30,35,30,198,192,292,267,84,69
LOC_Os08g24790.MSUR7,44,40,39,64,67,67,12,3,6,12,10,13,116,110,122,117,89,124,20,23,36,36,57,68,120,114,90,89,134,120,280,318,494,512,107,92
LOC_Os08g28790.MSUR7,19,26,26,19,30,29,9,7,5,2,0,2,35,26,15,12,37,41,2,2,2,0,3,2,2,3,5,8,3,5,12,9,19,24,5,9
LOC_Os08g30520.MSUR7,5,13,8,8,19,18,0,0,0,0,0,4,14,15,19,16,12,15,7,4,9,12,9,12,10,13,5,11,15,15,10,14,19,15,11,4
LOC_Os08g31340.MSUR7,53,39,53,62,58,87,2,8,6,18,13,7,191,176,202,183,133,141,10,19,36,37,62,38,51,57,33,37,34,46,144,156,226,189,93,90
LOC_Os08g32500.MSUR7,13,18,14,0,19,24,6,0,0,4,0,5,59,50,47,60,32,29,0,0,4,12,4,11,15,7,10,7,12,8,13,8,23,20,6,12
LOC_Os08g34010.MSUR7,17,21,20,18,20,17,23,17,30,23,6,12,20,13,22,26,25,38,0,13,7,0,9,6,10,9,7,10,8,6,0,0,9,0,0,8
LOC_Os08g35110.MSUR7,10,4,9,7,2,6,2,0,0,2,0,0,10,22,14,15,24,19,5,3,12,5,9,7,4,7,4,3,0,7,16,19,17,10,4,12
LOC_Os08g35710.MSUR7,19,16,19,29,22,23,7,5,0,0,0,4,123,107,121,117,102,101,11,10,13,13,15,22,10,21,12,0,22,21,81,69,112,132,25,33
LOC_Os08g36030.MSUR7,19,16,26,23,7,10,17,15,21,20,6,14,14,17,18,9,21,30,9,9,22,12,13,10,22,19,12,14,19,19,0,3,6,6,7,5
LOC_Os08g36910.MSUR7,6,12,5,11,8,13,7,5,13,4,0,0,57,76,63,48,86,84,14,10,4,8,19,14,7,7,5,7,10,16,9,9,9,7,17,13
LOC_Os08g37210.MSUR7,59,54,58,52,70,65,42,47,45,51,35,30,75,63,76,76,59,43,132,144,150,142,138,130,64,78,77,76,85,69,23,36,35,40,30,19
LOC_Os08g37300.MSUR7,97,93,83,73,146,154,28,20,16,26,25,21,183,217,229,237,150,180,50,46,81,63,77,93,237,269,170,186,197,218,517,486,810,790,157,202
LOC_Os08g37760.MSUR7,22,13,13,12,12,9,8,15,8,5,3,4,10,10,27,20,4,5,4,8,8,7,5,10,15,13,5,4,10,13,3,2,2,5,4,4
LOC_Os08g37990.MSUR7,2,2,6,6,4,4,2,0,0,0,0,0,4,7,8,14,6,2,3,2,7,3,2,5,0,9,3,5,3,5,10,4,20,15,4,5
LOC_Os08g38270.MSUR7,6,10,6,8,7,5,0,0,2,3,3,1,36,31,30,30,38,21,2,5,2,11,5,7,9,14,9,9,3,5,27,32,63,35,18,14
LOC_Os08g39330.MSUR7,66,81,84,50,136,134,8,4,0,7,16,8,134,154,212,252,76,68,21,15,36,36,74,72,52,70,53,57,69,59,95,93,166,187,52,54
LOC_Os08g39730.MSUR7,10,10,15,15,11,10,3,3,4,3,13,4,8,8,16,11,9,19,21,16,24,19,18,22,23,15,10,18,14,17,2,4,8,3,3,2
LOC_Os08g39850.MSUR7,18,33,22,40,18,17,14,13,13,14,19,12,42,16,32,32,16,14,111,97,109,113,117,125,55,56,52,42,64,60,31,17,31,0,17,19
LOC_Os08g40170.MSUR7,24,28,16,23,34,19,0,5,0,4,8,9,47,58,65,54,44,57,10,12,19,0,23,22,28,22,14,26,26,21,39,61,51,61,29,23
LOC_Os08g41890.MSUR7,23,39,32,40,33,39,0,3,0,4,0,0,41,52,81,68,42,55,10,13,24,19,25,15,37,32,19,22,32,23,72,50,67,77,27,34
LOC_Os08g42630.MSUR7,8,10,8,9,13,7,8,6,13,14,3,8,14,10,23,15,11,10,3,0,2,3,2,0,4,11,2,4,12,3,3,0,3,2,2,3
LOC_Os08g43390.MSUR7,10,13,8,18,38,16,5,8,0,3,3,4,23,27,6,3,15,17,0,3,0,3,0,3,8,8,10,4,10,10,22,26,43,30,20,28
LOC_Os08g43400.MSUR7,9,11,11,19,14,11,0,0,3,0,4,4,17,19,28,20,10,24,14,13,17,21,13,12,21,19,9,8,15,4,22,32,43,35,22,24
LOC_Os08g43630.MSUR7,8,5,16,9,14,5,9,12,13,10,5,7,5,4,7,7,4,7,4,5,7,5,8,4,8,7,4,8,8,7,8,7,15,12,11,4
LOC_Os08g43654.MSUR7,10,26,9,20,14,20,4,0,0,9,4,0,54,59,28,38,66,70,3,8,13,0,7,0,10,11,5,6,5,12,54,55,83,98,20,26
LOC_Os08g44270.MSUR7,97,99,114,86,134,119,3,8,10,7,13,12,137,140,150,169,112,110,49,60,54,66,86,101,112,95,84,87,105,82,356,376,520,556,201,150
LOC_Os08g44680.MSUR7,15,15,14,16,12,15,7,14,17,13,9,13,32,46,10,11,32,18,0,5,8,6,4,6,9,8,10,11,9,4,37,32,37,34,25,26
LOC_Os08g44760.MSUR7,16,14,24,25,25,26,0,8,0,11,0,0,28,36,38,35,32,30,12,0,11,22,15,14,20,14,12,31,28,18,26,28,47,45,18,0
LOC_Os09g04430.MSUR7,3,2,3,1,4,5,3,1,5,3,2,4,2,2,0,0,2,0,3,3,8,5,0,2,8,7,4,6,7,8,2,3,4,5,4,4
LOC_Os09g07350.MSUR7,33,35,23,25,49,29,0,0,0,10,5,3,94,96,103,83,77,92,11,20,27,21,32,48,31,33,24,32,49,31,96,112,146,147,37,41
LOC_Os09g08464.MSUR7,54,61,50,49,69,72,37,51,38,26,52,52,2,0,2,0,0,4,44,40,38,51,69,65,48,45,50,48,42,42,2,4,2,7,3,0
LOC_Os09g08890.MSUR7,147,144,149,156,192,211,121,139,100,101,174,149,55,69,52,47,32,49,117,118,136,134,139,124,107,124,71,89,89,96,12,19,18,22,8,15
LOC_Os09g12290.MSUR7,10,12,13,7,9,18,4,0,3,0,0,0,33,43,18,24,35,30,7,4,7,7,0,0,5,5,10,5,7,15,9,8,27,19,9,7
LOC_Os09g16920.MSUR7,61,55,68,63,85,95,10,9,11,13,18,12,136,145,120,149,166,149,23,24,46,33,50,26,43,34,46,37,41,29,99,103,146,163,57,52
LOC_Os09g17146.MSUR7,5,13,15,14,7,8,3,8,3,5,3,6,18,24,21,20,18,10,13,10,19,16,19,11,11,4,3,10,5,3,3,4,3,2,3,7
LOC_Os09g17152.MSUR7,35,22,20,31,34,25,7,8,13,5,10,8,28,44,55,76,17,20,44,47,60,76,74,79,35,25,18,15,23,32,21,29,16,9,18,9
LOC_Os09g17740.MSUR7,24,16,28,42,46,72,14,9,7,3,20,25,168,122,195,191,119,134,30,5,19,14,59,51,25,25,15,18,13,16,175,186,105,81,208,262
LOC_Os09g18450.MSUR7,15,18,16,19,18,23,7,0,3,7,0,0,32,32,31,27,17,29,12,15,19,14,18,19,21,20,15,10,16,24,45,36,61,57,31,22
LOC_Os09g19970.MSUR7,34,45,18,22,21,20,24,21,26,17,12,12,33,31,73,70,15,16,37,52,54,37,65,37,27,26,25,31,25,32,5,21,13,14,13,17
LOC_Os09g20090.MSUR7,32,30,26,52,56,54,5,10,11,15,8,11,119,127,132,105,86,96,47,56,53,56,63,52,68,60,44,46,43,53,89,90,118,111,72,80
LOC_Os09g20220.MSUR7,21,30,28,18,29,30,9,15,18,17,9,9,62,59,87,109,34,39,113,99,84,92,56,43,35,33,17,22,19,30,15,27,23,22,13,14
LOC_Os09g23560.MSUR7,40,49,38,53,48,39,58,62,65,93,53,47,68,91,115,138,60,52,100,84,106,121,71,85,57,72,55,54,65,64,32,30,24,20,34,32
LOC_Os09g25490.MSUR7,97,76,90,88,122,133,16,8,13,9,7,5,338,259,285,279,229,238,27,28,32,29,92,69,104,84,67,77,96,101,247,290,420,414,100,102
LOC_Os09g26610.MSUR7,9,11,14,13,14,21,0,0,2,3,3,3,23,24,15,25,9,20,5,2,3,3,5,14,7,10,13,5,14,9,11,10,23,26,8,7
LOC_Os09g27330.MSUR7,0,0,2,5,3,3,0,4,2,3,0,2,27,24,27,32,15,24,7,7,0,0,3,4,2,2,2,2,3,5,8,4,4,5,6,8
LOC_Os09g28160.MSUR7,14,17,14,17,13,17,0,8,5,0,5,8,41,41,69,82,36,28,24,30,47,35,24,31,21,33,22,19,25,22,55,52,27,24,49,41
LOC_Os09g28520.MSUR7,19,12,13,6,9,22,0,0,0,0,3,7,30,18,25,23,20,18,5,0,12,0,11,11,14,19,14,13,17,10,22,14,24,42,27,17
LOC_Os09g30050.MSUR7,48,35,33,42,47,57,2,2,0,0,5,5,31,41,78,84,14,28,3,10,13,4,20,17,3,7,3,2,6,1,31,20,41,42,4,13
LOC_Os09g30490.MSUR7,10,5,9,16,18,5,7,10,9,7,2,2,64,67,95,90,45,18,4,2,3,3,8,16,2,8,0,3,2,0,10,14,7,5,17,15
LOC_Os09g30486.MSUR7,29,33,32,23,37,45,0,0,3,3,4,0,131,117,132,115,94,77,8,9,19,16,21,20,26,21,12,26,17,35,119,147,173,210,33,46
LOC_Os09g32010.MSUR7,12,7,8,10,12,15,0,0,8,5,4,0,49,52,33,34,60,59,9,0,9,5,5,0,8,20,7,8,0,15,14,24,29,20,12,10
LOC_Os09g32080.MSUR7,31,42,29,47,71,59,6,8,16,12,12,10,185,208,194,197,141,153,25,28,28,39,39,39,47,43,26,23,29,24,127,86,214,218,44,55
LOC_Os09g32320.MSUR7,27,25,25,25,32,44,0,6,14,7,4,0,70,92,72,83,45,63,19,16,31,24,19,17,33,50,24,36,41,31,75,66,83,77,44,32
LOC_Os09g32470.MSUR7,58,59,68,53,65,55,23,21,15,18,0,0,180,143,143,138,140,190,17,11,15,13,25,12,27,25,13,18,26,16,51,66,85,109,48,57
LOC_Os09g32570.MSUR7,0,11,9,5,13,12,8,9,12,9,5,9,53,37,82,62,21,18,0,0,0,9,10,15,27,28,21,19,15,9,76,63,49,41,92,82
LOC_Os09g33640.MSUR7,3,5,7,5,7,2,3,4,0,2,2,3,36,27,44,54,36,35,10,0,5,4,3,3,5,7,4,4,6,3,36,23,7,8,17,20
LOC_Os09g34250.MSUR7,54,66,57,54,97,84,33,18,27,31,20,19,326,289,431,400,233,230,76,61,84,73,75,57,75,100,55,46,63,69,143,141,126,159,126,128
LOC_Os09g35010.MSUR7,20,26,44,40,50,48,5,2,4,6,0,4,16,24,15,29,15,23,45,38,57,59,57,67,8,11,4,3,11,5,18,11,15,16,17,16
LOC_Os09g35630.MSUR7,31,18,27,22,29,31,0,7,5,6,5,0,66,55,63,47,41,38,8,6,9,0,18,25,24,28,15,20,27,27,68,53,76,85,35,40
LOC_Os09g36350.MSUR7,82,94,94,79,125,107,23,14,20,14,19,18,320,275,265,252,274,325,50,42,52,50,61,61,62,64,55,57,71,53,273,263,318,358,123,159
